number,name,credit,sylabus
044124,אלקטרוניקה פיסיקלית,3,"תכונות נדרשות של התקנים מודרניים, יסודות של פיסיקה סטטיסטית: מצבי מיקרו ומאקרו, שווי משקל תרמי, הגדרת טמפרטורה, העברת חום וחלקיקים בין מערכות, סוגי חלקיקים והתפלגותם. מבנה גבישים. חומרים אלקטרוניים אמורפיים וגבישים (תלת-, דו- וחד ממדיים). תנע גבישי. תנודות סריג ופונונים. תהליכי פיזור, התקנים חדשים והפרמטרים האופייניים שלהם."
044127,יסודות התקני מוליכים למחצה,3.5,"מושגי יסוד בפיזיקה קוונטית: גביש, פסי אנרגיה, אלקטרונים וחורים. סיגים, חמרים סוג N+P. ניידות ומוליכות חשמלית, דיפוזיה, ניסוי HALL. משואת הרציפות, דוגמאות. צפיפות מצבים ורמת פרמי. צומת P-N. אופין זרם של דיודה ונקודת עבודה, התנגדות וקיבול דיפרנציאלי. דיודה ראלית, פריצה. טרנזיסטור ביפולרי, עקרון פעולה, הגבר. משואת אברמס-מול. סכימת תמורה פיסיקלית לאות קטן. מרכיבי אלפא, תלות אלפא וביתא בתדר. קבל MOS. טרנזיסטור MOS: משואת זרם. טרנזיסטור MOS - אות קטן. טרנזיסטור JEFT וסכמת תמורה לאות קטן."
044131,אותות ומערכות,5,"1. אותות רציפים ובדידים - מושגים בסיסיים. 2. מערכות רציפות בזמן ובדידות בזמן - מושגים בסיסיים. 3. אנליזה של מערכת לינארית במישור הזמן. 4. התמרת לפלס. 5. התמרת פוריה ותגובת תדר. אפנון וריבוב. 6. התמרת Z ותפקידה במערכות בדידות. משוואות הפרש. 7. התמרת פוריה (רציפה) של אות בדיד ותגובת תדר של מערכת בדידה. 8. תאור מערכות במרחב המצב.מידול מערכות פיסיקליות, לינאריזציה. 9. יציבות של מערכות לינאריות וקבועות בזמן. 10. מערכות משוב: תכונות בסיסיות, יציבות, בקרי PID."
044137,מעגלים אלקטרוניים,5,"מעגלים לוגיים, שולי רעש, זמני מיתוג והשהיות, שערים אידיאליים, שערי תמסורת, לוגיקה דינמית, הספק סטטי ודינמי, אופטימיזצית מהירות ומאמץ לוגי, תנאי תזמון, רגנרציה, סינכרון, מעגלי רגיסטרים, מעגלים סדרתיים, מטה-סטביליות, מעגלי זיכרון. עיבוד אנלוגי של אותות, דרגות הגבר, אות גדול ואות קטן, לינאריזציה ומעגלי תמורה, תגובת תדר, מגבר הפרש, מגברי שרת, משוב ויציבות, ניתוח רעש במעגלים, המרת אות אנלוגי לדיגיטלי."
044139,ממירי מתח ממותגים,3,"ממירים עם ובלי בידוד גלווני להעלאת המתח ולהורדת המתח, אופני עבודה, ניתוח ממירים במצב מתמיד. שיטות סימולציה של מערכות מיתוג. רכיבים מגנטיים. הפסדים במערכות מיתוג, נצילות. יציבות דינאמית של הממירים, חישוב ותכנון רשתות פיצוי. מבוא לאנרגיה ""ירוקה"", עקרונות מערכות סולאריות."
044140,שדות אלקטרומגנטיים,3.5,"משוואות מקסוול דיפרנציאליות ואינטגרליות. תנאי שפה, חוקי שימור. פוטנציאלים אלקטרומגנטיים. שימור אנרגיה ומשפט פוינטינג. פאזורים ומשפט פוינטינג הקומפלקסי. משוואת גלים והגל האלקטרו-מגנטי. מגלים לקווזיסטטיקה. אלקטרוקווזיסטטיקה. מגנטוקווזיסטטיקה. זרימה סטטציונרית. מוליכים וחומרים דיאלקטריים. חומרים מגנטיים."
044148,גלים ומערכות מפולגות,3,"הקדמה, ממשוואות מקסוול למשוואת הגלים. גלים מישוריים - תכונות. גלים מישוריים - התקדמות בחומר ודיספרסיה. פגיעה ומעבר דרך משטחים מקדמי פרנל). פגיעה ומעבר דרך משטחים (זוויות מיוחדות). מעבר דרך משטחים כפולים (מהודים). מוליכי גלים - מוליך הגל החשמלי ( PARALLEL PLATE ). מוליכי גלים - הפרוסה הדיאלקטרית. קווי תמסורת: הקדמה, משוואות הטלגרפיה. קווי תמסורת כרכיב במעגל. קווי תמסורת: תאום עכבות והעברת הספק. תופעות זמניות בקווי תמסורת."
044151,מעבדה להנדסת חשמל 1ח',3,"מקצוע צמוד מומלץ: מעגלים אלקרוניים לינאריים (044142). קביעת הציון עפ""י מעקב במשך הסמסטר, הגשת דו""חות לכל ניסוי ובחני הכנה. המעבדה כוללת 7 ניסויים (14 מפגשים בני 4 שעות כ""א) וכן הכנות לניסוי בהתאם לנדרש. מערך הניסויים כולל: - שלושה ניסויים בתחום האנלוגי: הכרת מכשור מדידה ובניה של מעגלים אלקטרונים בסיסיים. מגבר שרת ושימושיו. מסננים ומעגלי המרה A/D ו-D/A. בכל הניסויים ייערכו תכן, סימולציה והשוואה למדידות. - שלושה ניסויים בתחום הספרתי: תכן חומרה ספרתית בכלים גרפים, תכן חומרה ספרתית בשפת VHDL, סימולציה בשפת VHDL וניפוי שגיאות. - ניסוי מסכם במתכונת מיני פרוייקט: בנייה והפעלה של מערכת דגימה ושיחזור. - בניסויים מושם דגש על גישה מערכתית והכרת תהליך הפיתוח של מערכת אלקטרונית שלמה."
044157,מעבדה בהנדסת חשמל 1א,2,"המעבדה כוללת 9 מפגשים בני 4 שעות כ""א (וכן הכנות לניסוי בהתאם לנדרש). מערך הניסויים כולל: ניסויים בתחום האנלוגי: הכרת מכשור מדידה, בניה של מעגלים אלקטרונים ומעגלי מיתוג בסיסיים. בכל הניסויים ייערכו תכן, סימולציה והשוואה למדידות. ניסויים בתחום הספרתי: תכן חומרה ספרתית בכלים גרפיים ובשפה עילית, HDL, סימולציה וניפוי שגיאות. כ""כ ניסוי מסכם במתכונת מיני פרוייקט: תכנון בנייה והפעלה של מערכת הירארכי. בניסויים מושם דגש על גישה מערכתית והכרת תהליך הפיתוח של מערכת אלקטרונית שלמה."
044158,מעבדה בהנדסת חשמל 1ב,1.5,"המעבדה כוללת 6 מפגשים בני 4 שעות כ""א (וכן הכנות לניסוי בהתאם לנדרש). מערך הניסויים כולל: ניסויים בתחום הפיזיקלי: ניתוח מעגלי מוליכים למחצה, דיודות וטרנזיסטורים. ניסויים בתחום האנלוגי: מגבר שרת ושימושיו. ניסויים בתורת הדגימה: מעגלי המרה A/D ו- D/A. בכל הניסויים יערכו תכן, סימולציה והשוואה למדידות וכן מפגש לניסוי מסכם במתכונת מיני פרוייקט: תכנון בנייה והפעלה של מערכת אנלוגית. בניסויים מושם דגש על גישה מערכתית והכרת תהליך הפיתוח של מערכת אלקטרונית שלמה."
044160,מעבדה בהנדסת חשמל 1,3,"קביעת הציון עפ""י מעקב במשך הסמסטר, הגשת דו""חות לכל ניסוי ובחני הכנה. המעבדה כוללת 7 ניסויים (14 מפגשים בני 4 שעות כ""א) וכן הכנות לניסוי בהתאם לנדרש. מערך הניסויים כולל: - שלושה ניסויים בתחום האנלוגי: הכרת מכשור מדידה ובניה של מעגלים אלקטרונים בסיסיים. מגבר שרת ושימושיו. מסננים ומעגלי המרה A/D ו- D/A. בכל הניסויים ייערכו תכן, סימולציה והשוואה למדידות. - שלושה ניסויים בתחום הספרתי: תכן חומרה ספרתית בכלים גרפים, תכן חומרה ספרתית בשפת VHDL, סימולציה בשפת VHDL וניפוי שגיאות. - ניסוי מסכם במתכונת מיני פרוייקט: בנייה והפעלה של מערכת דגימה ושיחזור. - בניסויים מושם דגש על גישה מערכתית והכרת תהליך הפיתוח של מערכת אלקטרונית שלמה."
